paciente_key,sucursal_key,ci,nombre,fecha_nacimiento,sexo,direccion,telefono,zona,ciudad,grupo_origen
56184,2,G1-PER-2222,Carmen Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56185,2,G1-PER-2223,Luis Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56186,2,G1-PER-2224,Valeria López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56187,2,G1-PER-2225,María Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56188,2,G1-PER-2226,Lucía Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56189,2,G1-PER-2230,Carlos Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56190,2,G1-PER-2231,Valeria Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56191,2,G1-PER-2232,José Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56192,2,G1-PER-2233,María Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56193,2,G1-PER-2234,Carmen Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56194,2,G1-PER-2236,José Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56195,2,G1-PER-2237,Carmen Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56196,2,G1-PER-2238,José Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56197,2,G1-PER-2240,José Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56198,2,G1-PER-2241,José González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56199,2,G1-PER-2242,Carlos González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56200,2,G1-PER-2243,Lucía Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56201,2,G1-PER-2244,Carlos Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56202,2,G1-PER-2246,Juan Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56203,2,G1-PER-2247,Valeria Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56204,2,G1-PER-2248,Valeria Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56205,2,G1-PER-2250,Pedro Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56206,2,G1-PER-2251,Juan López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56207,2,G1-PER-2252,María Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56208,2,G1-PER-2253,Pedro Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56209,2,G1-PER-2254,Valeria Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56210,2,G1-PER-2255,María Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56211,2,G1-PER-2256,José Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56212,2,G1-PER-2257,Valeria Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56213,2,G1-PER-2258,Pedro Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56214,2,G1-PER-2260,Carlos Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56215,2,G1-PER-2261,María Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56216,2,G1-PER-2263,Carmen Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56217,2,G1-PER-2266,María Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56218,2,G1-PER-2267,Carmen Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56219,2,G1-PER-2268,Carlos Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56220,2,G1-PER-2270,Valeria Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56221,2,G1-PER-2272,María Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56222,2,G1-PER-2273,Ana Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56223,2,G1-PER-2274,Lucía González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56224,2,G1-PER-2277,Carlos Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56225,2,G1-PER-2278,Carlos Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56226,2,G1-PER-2279,José López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56227,2,G1-PER-2280,José Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56228,2,G1-PER-2281,José Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56229,2,G1-PER-2282,Pedro Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56230,2,G1-PER-2284,José López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56231,2,G1-PER-2285,Juan Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56232,2,G1-PER-2286,María Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56233,2,G1-PER-2287,Juan Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56234,2,G1-PER-2288,Carmen González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56235,2,G1-PER-2290,Valeria González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56236,2,G1-PER-2291,Lucía López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56237,2,G1-PER-2292,Lucía Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56238,2,G1-PER-2293,Carmen Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56239,2,G1-PER-2295,María Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56240,2,G1-PER-2297,Pedro Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56241,2,G1-PER-2299,Carlos Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56242,2,G1-PER-2300,José Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56243,2,G1-PER-2301,Pedro Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56244,2,G1-PER-2304,Carmen González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56245,2,G1-PER-2305,Carmen Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56246,2,G1-PER-2306,Carmen González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56247,2,G1-PER-2309,Juan Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56248,2,G1-PER-2311,Pedro Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56249,2,G1-PER-2312,María Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56250,2,G1-PER-2313,Valeria Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56251,2,G1-PER-2314,Pedro Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56252,2,G1-PER-2315,Pedro Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56253,2,G1-PER-2316,Lucía López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56254,2,G1-PER-2317,Pedro Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56255,2,G1-PER-2318,María Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56256,2,G1-PER-2319,José Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56257,2,G1-PER-2320,Carmen Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56258,2,G1-PER-2321,Pedro López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56259,2,G1-PER-2323,María Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56260,2,G1-PER-2324,José Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56261,2,G1-PER-2327,Pedro Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56262,2,G1-PER-2329,Carlos Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56263,2,G1-PER-2336,Lucía López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56264,2,G1-PER-2337,Carmen Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56265,2,G1-PER-2338,Pedro López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56266,2,G1-PER-2339,Carmen Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56267,2,G1-PER-2340,Pedro Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56268,2,G1-PER-2344,María Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56269,2,G1-PER-2345,Juan González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56270,2,G1-PER-2346,María Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56271,2,G1-PER-2347,Valeria Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56272,2,G1-PER-2350,Carlos López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56273,2,G1-PER-2352,Valeria Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56274,2,G1-PER-2354,Pedro López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56275,2,G1-PER-2355,Lucía Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56276,2,G1-PER-2356,Luis Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56277,2,G1-PER-2357,María González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56278,2,G1-PER-2359,Lucía González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56279,2,G1-PER-2360,Ana Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56280,2,G1-PER-2361,Carlos Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56281,2,G1-PER-2362,Carmen Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56282,2,G1-PER-2363,Juan Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56283,2,G1-PER-2364,Valeria Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56284,2,G1-PER-2365,Ana Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56285,2,G1-PER-2366,Carmen González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56286,2,G1-PER-2367,Valeria Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56287,2,G1-PER-2370,Pedro Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56288,2,G1-PER-2373,María Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56289,2,G1-PER-2376,José Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56290,2,G1-PER-2377,Carmen Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56291,2,G1-PER-2378,Carmen Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56292,2,G1-PER-2381,Luis Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56293,2,G1-PER-2382,Juan López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56294,2,G1-PER-2383,Juan Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56295,2,G1-PER-2385,Carlos Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56296,2,G1-PER-2386,Juan Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56297,2,G1-PER-2387,Valeria Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56298,2,G1-PER-2388,Carmen Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56299,2,G1-PER-2389,Ana Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56300,2,G1-PER-2390,José Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56301,2,G1-PER-2393,María Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56302,2,G1-PER-2394,Luis Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56303,2,G1-PER-2395,Juan López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56304,2,G1-PER-2396,José Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56305,2,G1-PER-2397,María López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56306,2,G1-PER-2398,Carlos Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56307,2,G1-PER-2399,Valeria Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56308,2,G1-PER-2401,Lucía Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56309,2,G1-PER-2403,José Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56310,2,G1-PER-2404,Carmen Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56311,2,G1-PER-2405,Pedro Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56312,2,G1-PER-2406,Carmen Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56313,2,G1-PER-2407,Juan López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56314,2,G1-PER-2408,Juan González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56315,2,G1-PER-2409,Carmen Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56316,2,G1-PER-2410,Luis González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56317,2,G1-PER-2413,José Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56318,2,G1-PER-2414,Valeria Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56319,2,G1-PER-2415,Carlos Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56320,2,G1-PER-2416,María Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56321,2,G1-PER-2418,Carmen González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56322,2,G1-PER-2419,Lucía Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56323,2,G1-PER-2422,Valeria González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56324,2,G1-PER-2424,Pedro Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56325,2,G1-PER-2426,Pedro Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56326,2,G1-PER-2427,Luis Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56327,2,G1-PER-2428,María Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56328,2,G1-PER-2429,Carmen González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56329,2,G1-PER-2430,Carmen López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56330,2,G1-PER-2431,Ana Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56331,2,G1-PER-2432,Valeria Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56332,2,G1-PER-2433,Luis Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56333,2,G1-PER-2435,José López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56334,2,G1-PER-2436,Ana Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56335,2,G1-PER-2438,José Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56336,2,G1-PER-2439,Carlos Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56337,2,G1-PER-2440,Juan Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56338,2,G1-PER-2441,Carmen González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56339,2,G1-PER-2443,Lucía Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56340,2,G1-PER-2444,José Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56341,2,G1-PER-2445,Valeria Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56342,2,G1-PER-2446,Luis Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56343,2,G1-PER-2447,José Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56344,2,G1-PER-2448,Carlos Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56345,2,G1-PER-2449,Ana Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56346,2,G1-PER-2450,Pedro González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56347,2,G1-PER-2451,Pedro Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56348,2,G1-PER-2452,Lucía López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56349,2,G1-PER-2453,José Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56350,2,G1-PER-2454,Ana Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56351,2,G1-PER-2458,Valeria González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56352,2,G1-PER-2459,Carmen Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56353,2,G1-PER-2461,Carmen Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56354,2,G1-PER-2462,José Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56355,2,G1-PER-2463,Juan Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56356,2,G1-PER-2464,Ana Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56357,2,G1-PER-2465,Lucía González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56358,2,G1-PER-2466,María González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
